offerId,ean,notPublishableReason,notPublishableReasonDescription
d9cbd649-dff5-2d3f-e053-1d82090a91e5,0047181153521,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
d9caf52a-67a8-4136-e053-1d82090a9707,0035585011134,PRICE_NOT_COMPETITIVE,Price too high
0feb9e6c-c8d6-4967-badf-7a8fbcf2fce5,3189640120167,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d9cbd649-e233-2d3f-e053-1d82090a91e5,0035585503189,PRICE_NOT_COMPETITIVE,Price too high
ac466b77-0ecd-443f-998d-1bf08f13b94b,8716759567283,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
d9caf52a-675a-4136-e053-1d82090a9707,0035585125008,PRICE_NOT_COMPETITIVE,Price too high
c69e9847-c568-4377-a87b-1147ed2a832b,0035585495828,PRICE_NOT_COMPETITIVE,Price too high
a217f0e4-de8d-4540-bc47-43a95097cc28,4018653934494,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
000f19f1-b227-47b7-b971-e4023b408725,8717953156341,PRICE_NOT_COMPETITIVE,Price too high
363f4152-2b32-4b45-88b7-972ce28e22e2,8716759534001,MISSING_RIGHTS_CATEGORY_BRAND,Additional sales rights are required.
363f4152-2b32-4b45-88b7-972ce28e22e2,8716759534001,INSUFFICIENT_PERMISSIONS,Seller not permitted to sell in this country.
a2c3d717-3b6c-4a60-8f25-59e3a1eb0f36,8716759575646,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
0a11f7e7-ea97-4cfe-8e19-fbb82623d6df,8716759455405,BRAND_NOT_ALLOWED,Brand of this item is currently not allowed within this category.
d9ee82ae-ab8d-323c-e053-1d82090a9eaf,0029695324703,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
87118e46-66c7-4380-bea2-b517e919cef6,8716759597136,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
0b026807-d511-4516-97ea-d47aac3ed607,8716759500778,PRICE_NOT_COMPETITIVE,Price too high
0b026807-d511-4516-97ea-d47aac3ed607,8716759500778,INSUFFICIENT_PERMISSIONS,Seller not permitted to sell in this country.
9234936e-87dd-4981-8b2f-6632897d3074,9417027200534,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
924e2ea8-e613-447f-8e55-fc3bc5d88d03,0618940430315,PRICE_NOT_COMPETITIVE,Price too high
abc781fb-0f2e-41b0-ad95-2c0239b21083,0618940435051,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
254aa8cf-92ca-4396-9a6c-4cc9822598f2,5021689172302,PRICE_NOT_COMPETITIVE,Price too high
59096b4e-8ee1-411f-9125-6147a717b17f,5021689172203,PRICE_NOT_COMPETITIVE,Price too high
2eefe32d-cc45-4e38-997a-14a94b206cf5,8716759566064,PRICE_NOT_COMPETITIVE,Price too high
24bca708-561d-42fa-9abb-91a82d36242a,8716759550384,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
4bab58b3-310e-4886-829b-0d2fff13c9b6,8716759550469,PRICE_NOT_COMPETITIVE,Price too high
433381d1-495b-4c02-b9ac-493c1ea28d79,8716759551046,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
